subject,sessionIndex,rep,UU.period.t,UU.t.i,UU.i.e,UU.e.five,UU.five.Shift.r,UU.Shift.r.o,UU.o.a,UU.a.n,UU.n.l,UU.l.Return
s019,2,19,0.2676,0.1819,0.1204,0.4584,0.5248,0.2115,0.1714,0.1226,0.2882,0.4932
s019,2,20,0.3135,0.1917,0.1241,0.3412,0.4504,0.1824,0.1366,0.1344,0.2811,0.662
s019,2,21,0.2353,0.1961,0.1246,0.504,0.4042,0.226,0.1527,0.1122,0.2781,0.7469
s019,2,22,0.281,0.2062,0.1159,0.484,0.4317,0.1903,0.1561,0.1056,0.3502,0.7881
s019,2,23,0.2802,0.1985,0.1239,0.3238,0.4403,0.2294,0.116,0.1344,0.3025,0.6818
s019,2,24,0.2599,0.1969,0.1236,0.4998,0.5812,0.2035,0.1202,0.1307,0.2861,0.69
s019,2,25,0.2633,0.1916,0.1193,0.3003,0.4208,0.2099,0.1605,0.1197,0.4687,0.643
s019,2,26,0.2913,0.2165,0.1207,0.3109,0.3947,0.221,0.1075,0.1191,0.4436,0.5541
s019,2,27,0.3353,0.1616,0.1336,0.4798,0.7034,0.1747,0.1295,0.1376,0.2969,0.8267
s019,2,28,0.2789,0.2378,0.1135,0.3304,0.3715,0.2431,0.1743,0.0933,0.2803,0.4902
s019,2,29,0.3697,0.1642,0.1278,0.3347,0.3639,0.1805,0.1566,0.1476,0.2818,0.5688
s019,2,30,0.2546,0.2154,0.1468,0.4964,0.7757,1.5564,0.2756,0.1397,0.6758,0.376
s019,2,31,0.2562,0.1813,0.1238,0.3022,0.3899,0.1872,0.1392,0.1278,0.2658,0.5854
s019,2,32,0.2485,0.2207,0.1059,0.3573,0.4488,0.2096,0.1154,0.1382,0.5273,0.3915
s019,2,33,0.2982,0.2157,0.1246,0.3529,0.3829,0.2073,0.1041,0.1173,0.257,0.6063
s019,2,34,0.2509,0.1798,0.1132,0.6154,0.4839,0.2033,0.1062,0.132,0.2851,0.5736
s019,2,35,0.2895,0.1909,0.1244,0.3674,0.4862,0.2075,0.1179,0.1054,0.2781,0.5599
s019,2,36,0.2852,0.1713,0.1273,0.4597,0.415,0.2007,0.1178,0.1302,0.2793,0.6945
s019,2,37,0.2423,0.2212,0.1109,0.3964,0.8738,0.4844,0.1571,0.1183,0.2803,0.5206
s019,2,38,0.4858,0.2215,0.1196,0.3356,0.4142,0.2252,0.1017,0.122,0.2608,0.4345
s019,2,39,0.2903,0.1995,0.1392,0.3262,0.5018,0.2044,0.0998,0.1325,0.265,0.466
s019,2,40,0.2694,0.227,0.1173,0.3304,0.495,0.1869,0.1131,0.1162,0.2679,0.6227
s019,2,41,0.2705,0.2431,0.1159,0.3038,0.4467,0.1885,0.0985,0.1302,0.2703,0.6011
s019,2,42,0.6003,0.1871,0.131,0.46,0.4413,0.1811,0.1051,0.149,0.2599,0.6631
s019,2,43,0.2826,0.2423,0.1138,0.2946,0.4812,0.1682,0.1326,0.1468,0.2848,0.6131
s019,2,44,0.305,0.317,0.1906,0.4697,0.4652,0.2088,0.1223,0.1352,0.3162,0.457
s019,2,45,0.2771,0.2244,0.1057,0.4214,0.3701,0.2025,0.1173,0.131,0.2381,0.4966
s019,2,46,0.2926,0.2173,0.1228,0.3235,0.4667,0.26,0.1202,0.0872,0.2879,0.5523
s019,2,47,0.3424,0.1896,0.1186,0.3315,0.43,0.1914,0.0969,0.1368,0.2684,0.5261
s019,2,48,0.2709,0.2267,0.126,0.3523,0.3978,0.2272,0.1237,0.1262,1.1044,0.5994
s019,2,49,0.2673,0.2735,0.1239,0.2914,0.501,0.207,0.121,0.0999,0.3132,0.4524
s019,2,50,0.2572,0.1737,0.1457,0.4293,0.7921,0.1571,0.1556,0.1001,0.2813,0.743
s019,3,1,0.6459,0.2584,0.2785,1.8005,1.2528,0.3022,0.2104,0.1917,0.3191,0.5969
s019,3,2,0.3729,0.3888,0.1938,0.361,0.5805,0.2489,0.188,0.4318,0.3064,0.9813
s019,3,3,0.3216,0.3104,0.1819,0.2795,0.5102,0.2489,0.2598,0.2096,0.2145,0.3783
s019,3,4,0.5823,0.322,0.256,0.375,0.5593,0.2397,0.206,0.1616,0.2708,0.5622
s019,3,5,0.267,0.3162,0.1689,0.3349,0.4627,0.2017,0.2018,0.2317,1.1226,0.372
s019,3,6,0.2945,0.2631,0.1563,0.2877,0.4529,0.2489,0.1711,0.149,0.2359,0.524
s019,3,7,0.5419,0.327,0.1336,0.4937,0.6623,0.2315,0.1495,0.1647,0.26,0.6282
s019,3,8,0.2572,0.2837,0.1352,0.275,0.4348,0.2549,0.211,0.1534,0.2251,0.5717
s019,3,9,0.2952,0.4072,0.2107,0.308,0.4755,0.2183,0.1656,0.1497,0.2679,0.6217
s019,3,10,0.3177,0.2811,0.1333,0.29,0.4137,0.2175,0.1656,0.1384,0.2826,0.6361
s019,3,11,0.313,0.2582,0.1373,0.2832,0.4361,0.2439,0.1593,0.1458,0.237,0.7699
s019,3,12,0.2585,0.2539,0.1236,0.3178,0.4028,0.2423,0.1661,0.1426,0.2423,0.4939
s019,3,13,0.271,0.2779,0.1286,0.2855,0.4185,0.2307,0.1474,0.1281,0.2599,0.5863
s019,3,14,0.2314,0.2544,0.1373,0.2655,0.4057,0.2257,0.1453,0.1352,0.2449,0.4855
s019,3,15,0.2686,0.2529,0.1317,0.2576,0.4036,0.2209,0.1455,0.1263,0.2217,0.6655
s019,3,16,0.2803,0.2172,0.1251,0.2784,0.4161,0.2315,0.1244,0.1571,0.2399,0.6166
s019,3,17,0.2443,0.2347,0.1423,0.2568,0.4566,0.2173,0.1399,0.1756,0.2383,0.482
s019,3,18,0.2588,0.255,0.1375,0.293,0.4683,0.1866,0.1574,0.1138,0.2489,0.6137
s019,3,19,0.2625,0.2429,0.1074,0.318,0.4181,0.2225,0.121,0.1585,0.2378,0.6554
s019,3,20,0.2833,0.2447,0.1299,0.561,0.571,0.2175,0.1748,0.1144,0.2401,0.4507
s019,3,21,0.2628,0.2328,0.1172,0.3692,0.6409,0.2426,0.1471,0.1225,0.2428,0.8214
s019,3,22,0.3432,0.1988,0.1254,0.3687,0.4923,0.2156,0.1334,0.1255,0.252,0.5758
s019,3,23,0.2932,0.2167,0.1365,0.3309,0.4622,0.1898,0.1505,0.1286,0.26,0.761
s019,3,24,0.337,0.2637,0.1407,0.3383,0.4395,0.2228,0.1463,0.1254,0.2864,0.6306
s019,3,25,0.2472,0.1995,0.1386,0.4148,0.4775,0.1829,0.159,0.1297,0.2914,0.5527
s019,3,26,0.2797,0.1985,0.1421,0.4785,0.496,0.1887,0.1435,0.1378,0.2613,0.581
s019,3,27,0.2696,0.2508,0.1186,0.3523,0.4975,0.2209,0.1415,0.1088,0.2765,0.4947
s019,3,28,0.2741,0.2421,0.1418,0.4874,0.4821,0.2101,0.1352,0.1463,0.2359,0.513
s019,3,29,0.2733,0.2312,0.1273,0.3502,0.473,0.1895,0.1472,0.1236,0.2705,0.5842
s019,3,30,0.5019,0.2368,0.1199,0.2542,0.4055,0.1988,0.1659,0.1415,0.2241,0.4786
s019,3,31,0.2364,0.2212,0.1378,0.2943,0.4134,0.2436,0.1514,0.1558,0.2581,0.5923
s019,3,32,0.2514,0.2652,0.132,0.2892,0.3887,0.2447,0.1807,0.1397,0.2499,0.4501
s019,3,33,0.2511,0.2502,0.122,0.3718,0.4285,0.2236,0.1539,0.1257,0.2489,0.4968
s019,3,34,0.2628,0.2164,0.1355,0.5148,0.4145,0.2299,0.1633,0.1249,0.2626,0.5726
s019,3,35,0.2921,0.2263,0.142,0.2988,0.4166,0.2088,0.1777,0.1143,0.2657,0.6641
s019,3,36,0.3021,0.2222,0.1399,0.2824,0.4453,0.1845,0.1622,0.1162,0.2731,0.4565
s019,3,37,0.2445,0.2133,0.1265,0.3903,0.4166,0.2246,0.1329,0.1651,0.2557,0.5462
s019,3,38,0.2908,0.2123,0.1397,0.3394,0.4319,0.2133,0.1577,0.1244,0.2729,0.5441
s019,3,39,0.252,0.1877,0.141,0.3151,0.4466,0.2143,0.1687,0.1307,0.2312,0.5894
s019,3,40,0.3,0.2009,0.131,0.2837,0.4121,0.2006,0.1859,0.103,0.2505,0.4388
s019,3,41,0.2506,0.19,0.1151,0.294,0.4218,0.2067,0.1326,0.1613,0.2146,0.4472
s019,3,42,0.2879,0.1991,0.1296,0.3212,0.5667,0.1898,0.1416,0.1387,0.2333,0.4396
s019,3,43,0.2829,0.2101,0.1038,0.4104,0.5195,0.2093,0.1389,0.1222,0.2515,0.4955
s019,3,44,0.2919,0.1769,0.1336,0.3296,0.3981,0.223,0.1505,0.1093,0.28,0.6182
s019,3,45,0.3372,0.2478,0.1093,0.2349,0.419,0.2188,0.1387,0.1127,0.2605,0.4419
s019,3,46,0.2802,0.2139,0.1183,0.3666,0.4297,0.2043,0.1297,0.1257,0.2705,0.4992
s019,3,47,0.489,0.46,0.1394,0.2331,0.5084,0.1877,0.1271,0.1439,0.279,0.4627
s019,3,48,1.0388,0.554,0.18,0.455,1.0198,0.175,0.1442,0.1516,0.2483,0.4549
s019,3,49,0.2598,0.1906,0.1449,0.2876,0.4472,0.1932,0.1358,0.1405,0.2526,0.4672
s019,3,50,0.4876,0.3526,0.118,0.2771,0.406,0.2099,0.1342,0.1426,0.255,0.4636
s019,4,1,0.3715,0.3563,0.2294,0.4178,0.9392,0.2777,0.2439,0.3081,0.3304,0.5432
s019,4,2,0.5399,0.3323,0.4307,0.4004,0.6854,0.2671,0.1999,0.0977,0.2742,0.7006
s019,4,3,0.2607,0.5244,0.2265,0.5073,0.5337,0.2708,0.1928,0.1656,0.2721,0.5932
s019,4,4,0.3742,0.3022,0.2057,0.3884,0.4707,0.2655,0.1865,0.1252,0.2784,0.4509
s019,4,5,0.6098,0.406,0.1508,0.3941,0.5136,0.2774,0.1754,0.1426,0.2539,0.661
s019,4,6,0.5599,0.2505,0.1417,0.3462,0.4738,0.5027,0.1688,0.1276,0.2562,0.463
s019,4,7,0.3512,0.2708,0.141,0.2508,0.4222,0.2523,0.1685,0.1209,0.2687,0.4081
s019,4,8,0.4781,0.2724,0.1101,0.2743,0.4221,0.2455,0.1611,0.1107,0.2594,0.5995
s019,4,9,0.3035,0.2262,0.1206,0.5706,0.4326,0.2394,0.1366,0.1566,0.2919,0.7778
s019,4,10,0.2047,0.2674,0.1275,0.3188,0.4295,0.2263,0.1782,0.0936,0.2586,0.5662
s019,4,11,0.2963,0.2262,0.1267,0.2919,0.4393,0.3085,0.1672,0.1077,0.2616,0.6029
s019,4,12,0.2475,0.2334,0.1088,0.3322,0.3968,0.222,0.1397,0.1257,0.256,0.5791
s019,4,13,0.2744,0.2275,0.1148,0.2663,0.435,0.2167,0.1464,0.1228,0.2384,0.6116
s019,4,14,0.2443,0.2201,0.1125,0.2715,0.4261,0.2225,0.1212,0.1381,0.2545,0.553
s019,4,15,0.2881,0.2014,0.1041,0.3112,0.4501,0.1945,0.1347,0.1133,0.2642,0.5261
s019,4,16,0.3008,0.2495,0.0821,0.2639,0.4189,0.2004,0.1632,0.1149,0.2913,0.4947
s019,4,17,0.2631,0.2325,0.1022,0.323,0.4582,0.1942,0.1653,0.1167,0.2724,0.4691
s019,4,18,0.2913,0.246,0.1251,0.2399,0.4071,0.2104,0.1564,0.1218,0.3061,0.4913
s019,4,19,0.2628,0.2531,0.1207,0.2789,0.4303,0.2503,0.154,0.1315,0.2824,0.4765
s019,4,20,0.2913,0.228,0.1172,0.2528,0.6547,0.2038,0.1506,0.1226,1.2134,0.3024
s019,4,21,0.2615,0.1686,0.1077,0.2998,0.387,0.2122,0.1357,0.1083,0.2518,0.4462
s019,4,22,0.2377,0.2362,0.1066,0.3114,0.4074,0.5627,0.1337,0.1292,0.2589,0.4805
s019,4,23,0.2517,0.1954,0.113,0.424,0.4672,0.2342,0.1516,0.1184,0.2597,0.4132
s019,4,24,0.2861,0.2059,0.0922,0.5808,0.4149,0.2299,0.1339,0.1299,0.2684,0.4364
s019,4,25,0.2646,0.2289,0.1138,0.2961,0.7222,0.1859,0.1545,0.1474,0.2544,0.4388
s019,4,26,0.2409,0.2091,0.0998,0.323,0.381,0.2072,0.1379,0.1344,0.3618,0.4554
s019,4,27,0.2459,0.3354,0.1072,0.319,0.7018,0.1782,0.1492,0.1432,0.2655,0.7747
s019,4,28,0.3332,0.1755,0.1072,0.3132,0.354,0.259,0.2186,0.061,0.4465,0.4045
s019,4,29,0.3403,0.1703,0.112,0.3636,0.3815,0.2093,0.1421,0.1268,0.2156,0.4602
s019,4,30,0.2583,0.2165,0.119,0.2473,0.4018,0.1866,0.1502,0.1046,0.261,0.4536
s019,4,31,0.2554,0.2331,0.1212,0.2512,0.4358,0.2363,0.1139,0.1238,0.2859,0.3683
s019,4,32,0.2823,0.1896,0.1114,0.4077,0.4477,0.2093,0.1349,0.1067,0.2283,0.3838
s019,4,33,0.2649,0.1959,0.1088,0.2811,0.4714,0.2197,0.1313,0.1189,0.2149,0.4208
s019,4,34,0.3097,0.1861,0.0996,0.2824,0.3581,0.2423,0.107,0.103,0.2394,0.4282
s019,4,35,0.2504,0.2165,0.0977,0.2541,0.3746,0.2273,0.1313,0.1088,0.2409,0.391
s019,4,36,0.3111,0.2038,0.0972,0.4444,0.6817,0.2267,0.088,0.1072,0.25,0.3504
s019,4,37,0.2729,0.1724,0.1077,0.2534,2.0087,0.2677,0.1853,0.0746,0.2106,0.4944
s019,4,38,0.3517,0.1924,0.1148,0.4349,0.448,0.1874,0.1751,0.0962,0.2404,0.4139
s019,4,39,0.2758,0.1925,0.1101,0.6544,0.5181,0.2621,0.0856,0.1725,0.2396,0.394
s019,4,40,0.4026,0.1742,0.0961,0.4568,0.4086,0.2154,0.1149,0.1426,1.0999,0.4343
s019,4,41,0.2844,0.2051,0.1053,0.2554,0.4277,0.2307,0.1392,0.1193,0.251,0.4924
s019,4,42,0.2726,0.2371,0.1053,0.2718,0.3717,0.2444,0.1157,0.1141,0.237,0.3844
s019,4,43,0.395,0.1442,0.1133,0.2887,0.4098,0.2386,0.1318,0.1096,0.2383,0.4493
s019,4,44,0.2791,0.2495,0.0866,0.3019,0.4435,0.2048,0.1105,0.1346,0.2323,0.4752
s019,4,45,0.6143,0.2566,0.1218,0.3932,0.4166,0.2067,0.1209,0.1601,0.2014,0.49
s019,4,46,0.2662,0.2279,0.0995,0.2975,0.4145,0.2102,0.1535,0.1217,0.2299,0.4472
s019,4,47,0.262,0.2505,0.0787,0.312,0.4704,0.2767,0.1492,0.0887,0.1937,0.4825
s019,4,48,0.2973,0.1958,0.1019,0.237,0.3815,0.2437,0.1093,0.1428,0.2082,0.4359
s019,4,49,0.551,0.2278,0.1035,0.3112,0.4177,0.2589,0.1117,0.1281,0.2381,0.4852
s019,4,50,0.361,0.2104,0.1193,0.2995,0.4854,0.2252,0.1326,0.1163,0.2658,0.4826
s019,5,1,0.3282,1.1284,0.2474,0.5924,0.5192,0.256,0.2387,0.2944,0.2681,1.2644
s019,5,2,0.3042,0.2302,0.1252,0.3061,0.5382,0.2993,0.2178,0.1049,0.2182,0.3628
s019,5,3,0.3404,0.2595,0.1144,0.3156,0.4746,0.251,0.1468,0.1489,0.3423,0.7497
s019,5,4,0.2763,0.2415,0.136,0.3151,0.4515,0.2396,0.1664,0.1616,0.4663,0.7333
s019,5,5,0.3385,0.3152,0.146,0.7094,0.6098,0.25,0.1727,0.14,0.3277,0.6834
s019,5,6,0.5853,0.2223,0.1326,0.3906,0.4648,0.2587,0.1339,0.1312,0.2991,0.514
s019,5,7,0.3897,0.1632,0.1481,0.2932,1.3996,0.2687,0.174,0.1629,0.2652,0.5966
s019,5,8,0.3076,0.1996,0.1109,0.255,0.408,0.1885,0.1571,0.1434,0.2592,0.4201
s019,5,9,0.3103,0.2001,0.1132,0.4409,0.4419,0.2334,0.1365,0.1716,0.2486,0.4451
s019,5,10,0.3428,0.2317,0.1233,0.2449,0.4166,0.2357,0.1524,0.1273,0.2391,0.7768
s019,5,11,0.2775,0.2033,0.108,0.2834,0.4362,0.2597,0.1252,0.1341,0.2349,0.4779
s019,5,12,0.2844,0.2207,0.099,0.275,0.4295,0.2302,0.1421,0.1239,0.2605,0.4773
s019,5,13,0.2713,0.2321,0.1038,0.289,0.4815,0.2484,0.1308,0.1077,0.2431,0.53
s019,5,14,0.266,0.233,0.126,0.2595,0.4627,0.2135,0.1545,0.1453,1.0949,0.3918
s019,5,15,0.2536,0.549,0.1515,0.2803,0.5123,0.2371,0.1329,0.1494,0.9268,0.3971
s019,5,16,0.2749,0.2259,0.1189,0.2412,0.4799,0.1895,0.1453,0.1225,0.2697,0.3854
s019,5,17,0.2936,0.1972,0.1373,0.3401,1.1723,0.2946,0.1634,0.1255,0.256,0.4097
s019,5,18,0.2942,0.189,0.1138,0.2504,0.4643,0.2265,0.1205,0.1323,0.2705,0.4319
s019,5,19,0.2388,0.2573,0.1014,0.2323,0.619,0.1993,0.1683,0.1411,0.2692,0.4045
s019,5,20,0.2702,0.2328,0.094,0.2795,0.4755,0.2154,0.1632,0.1114,0.2721,0.4662
s019,5,21,0.2412,0.2758,0.1338,0.2349,0.5543,0.2072,0.1456,0.1634,0.2658,0.452
s019,5,22,0.2506,0.4412,0.137,0.2486,0.4917,0.2115,0.118,0.1508,0.2589,0.48
s019,5,23,0.2514,0.2453,0.1019,0.3518,0.4855,0.1985,0.1378,0.1225,0.2792,0.4609
s019,5,24,0.2621,0.2188,0.1252,0.2528,0.4587,0.231,0.1122,0.1658,0.2468,0.3958
s019,5,25,0.2422,0.2236,0.1144,0.2819,0.489,0.202,0.1226,0.1276,0.2516,0.5884
s019,5,26,0.2567,0.2568,0.0999,0.2898,0.4569,0.2157,0.1439,0.1376,0.2779,0.4251
s019,5,27,0.2411,0.2088,0.1117,0.2681,0.4974,0.1943,0.1424,0.1218,0.2792,0.4702
s019,5,28,0.2852,0.1922,0.1241,0.2558,0.4314,0.2404,0.1381,0.1331,0.2444,0.4195
s019,5,29,0.3984,0.2636,0.1075,0.3202,0.4409,0.2305,0.0996,0.1856,0.2228,0.4438
s019,5,30,0.2324,0.2407,0.104,0.2291,0.4923,0.222,0.1294,0.1183,0.261,0.4575
s019,5,31,0.2884,0.1803,0.1212,0.2549,0.4537,0.2296,0.1207,0.1389,0.2542,0.4486
s019,5,32,0.2721,0.2151,0.1075,0.255,0.5293,0.2178,0.1099,0.1339,0.2578,0.4398
s019,5,33,0.2892,0.1958,0.1033,0.2763,0.4527,0.2534,0.0806,0.1402,0.2568,0.4261
s019,5,34,0.2008,0.2437,0.0708,0.2742,0.4406,0.2242,0.1075,0.1228,0.2487,0.3715
s019,5,35,0.3011,0.2003,0.1051,0.2967,0.4666,0.2017,0.1289,0.1271,0.2668,0.4897
s019,5,36,0.2625,0.2286,0.1022,0.2742,0.4383,0.2413,0.1154,0.1143,0.2513,0.3961
s019,5,37,0.2227,0.2386,0.0834,0.2597,0.4403,0.2125,0.1315,0.1379,0.2822,0.386
s019,5,38,0.3435,0.1238,0.1343,0.3299,0.426,0.1964,0.1342,0.1458,0.3037,0.4288
s019,5,39,0.2982,0.247,0.1111,0.2756,0.4788,0.217,0.0967,0.1489,0.2396,0.4258
s019,5,40,0.2689,0.2402,0.0998,0.2992,0.4639,0.2093,0.1186,0.1386,0.2383,0.4271
s019,5,41,0.2678,0.2249,0.1096,0.3082,0.4498,0.2569,0.0814,0.1394,0.2054,0.4597
s019,5,42,0.285,0.1874,0.1233,0.3032,0.4084,0.2136,0.1004,0.1508,0.2492,0.477
s019,5,43,0.2834,0.2468,0.0882,0.2839,0.472,0.2165,0.1445,0.1244,0.2723,0.4519
s019,5,44,0.2995,0.2367,0.1033,0.3019,0.4524,0.2066,0.1221,0.1489,0.2404,0.5792
s019,5,45,0.2541,0.2753,0.094,0.2624,0.5428,0.2072,0.1134,0.1508,0.2185,0.4831
s019,5,46,0.2597,0.2595,0.1019,0.2502,0.5514,0.222,0.1117,0.1542,0.2756,0.453
s019,5,47,0.2647,0.3093,0.1009,0.2848,0.5269,0.2222,0.0919,0.1231,0.2697,0.5971
s019,5,48,0.3206,0.2571,0.1112,0.2343,0.4988,0.2162,0.089,0.1639,0.2484,0.394
s019,5,49,0.3311,0.2505,0.0977,0.2663,0.5021,0.2321,0.0903,0.1291,0.2546,0.5035
s019,5,50,0.2916,0.2558,0.0979,0.2576,0.505,0.2465,0.093,0.1499,0.2731,0.471
s019,6,1,0.3171,0.302,0.2442,0.3352,0.9077,0.2853,0.2009,0.1845,0.2821,0.6973
s019,6,2,0.2783,0.3024,0.1864,0.2932,0.4775,0.2642,0.1838,0.0975,0.285,0.5444
s019,6,3,0.2279,0.2429,0.4808,0.2925,0.486,0.24,0.1661,0.1194,0.2526,0.5807
s019,6,4,0.2538,0.2732,0.0982,0.2832,0.4182,0.25,0.1606,0.1353,0.2544,0.4702
s019,6,5,0.2818,0.2481,0.0948,0.252,0.4051,0.2492,0.1321,0.1312,0.2407,0.4655
s019,6,6,0.2372,0.247,0.0914,0.2708,0.3961,0.2485,0.1054,0.15,0.2702,0.5546
s019,6,7,1.8104,0.2855,0.859,0.2346,0.4928,0.2418,0.1543,0.1094,0.3151,0.3519
s019,6,8,0.2694,0.3046,0.1875,0.3964,0.3725,0.2571,0.1922,0.0964,0.2525,0.3875
s019,6,9,0.309,0.3033,0.1268,0.2744,0.4023,0.2362,0.1411,0.1022,0.2905,1.6558
s019,6,10,0.2272,0.2172,0.1212,0.2217,0.4049,0.2133,0.1658,0.0716,0.2486,0.5926
s019,6,11,0.5109,0.3031,0.1267,0.219,0.3981,0.2415,0.1653,0.1249,0.2607,0.495
s019,6,12,0.2589,0.236,0.1165,0.2251,0.4281,0.2281,0.1719,0.1062,0.2401,0.3688
s019,6,13,0.2523,0.2307,0.1125,0.2212,0.3886,0.2175,0.1278,0.1571,0.266,0.3599
s019,6,14,0.2641,0.2655,0.0882,0.2352,0.4113,0.2338,0.1373,0.1297,0.2655,0.5214
s019,6,15,0.2069,0.2455,0.0901,0.2409,0.4024,0.2181,0.1305,0.1635,0.2581,0.4261
s019,6,16,0.2316,0.2582,0.0919,0.2177,0.3655,0.2545,0.1257,0.1552,0.2438,0.4008
s019,6,17,0.2554,0.2201,0.1188,0.2112,0.3849,0.2204,0.1129,0.1346,0.2418,0.4553
s019,6,18,0.2182,0.2226,0.0951,0.2338,0.3909,0.2205,0.1046,0.1421,0.2319,0.4852
s019,6,19,0.2253,0.2534,0.0958,0.2457,0.3905,0.2078,0.1147,0.1468,0.2299,0.4718
s019,6,20,0.2317,0.2375,0.0988,0.2305,0.3891,0.2162,0.1121,0.1395,0.2517,0.5345
s019,6,21,0.224,0.2209,0.1008,0.2331,0.391,0.2009,0.1345,0.1474,0.2639,0.4881
s019,6,22,0.2631,0.2571,0.1101,0.2188,0.376,0.2202,0.1263,0.1273,0.2409,0.4073
s019,6,23,0.2264,0.2431,0.0874,0.2568,0.4115,0.2009,0.1265,0.1273,0.2201,0.4192
s019,6,24,0.2203,0.1708,0.1058,0.2375,0.3758,0.217,0.0933,0.1146,0.2182,0.4172
s019,6,25,0.2179,0.2104,0.0874,0.2317,0.3683,0.2313,0.1188,0.122,0.2428,0.4517
s019,6,26,0.195,0.2508,0.0866,0.2178,0.4306,0.2231,0.1144,0.1376,0.2508,0.487
s019,6,27,0.2213,0.2309,0.1001,0.2301,0.3934,0.2178,0.1231,0.1164,0.2423,0.5317
s019,6,28,0.1929,0.2217,0.107,0.2325,0.3886,0.3057,0.1846,0.1217,0.2591,0.4781
s019,6,29,0.2081,0.2352,0.1278,0.2336,0.4142,0.2276,0.1091,0.1494,0.247,0.424
s019,6,30,0.3995,0.2521,0.0909,0.4702,0.3765,0.2247,0.1199,0.1289,0.246,0.4931
s019,6,31,0.1958,0.2352,0.0879,0.2225,0.3749,0.2119,0.1363,0.094,0.2634,0.4079
s019,6,32,0.2024,0.2233,0.0842,0.247,0.4335,0.2204,0.1289,0.1231,0.2547,0.4488
s019,6,33,0.1833,0.1985,0.1138,0.2085,0.3698,0.2294,0.1202,0.0925,0.2536,0.4378
s019,6,34,0.2227,0.2268,0.0795,0.2563,0.3807,0.1943,0.1297,0.1067,0.231,0.4023
s019,6,35,0.2314,0.2133,0.0932,0.2459,0.3928,0.2083,0.1228,0.1101,0.241,0.4079
s019,6,36,0.2124,0.1983,0.0914,0.2853,0.3501,0.2484,0.1012,0.1399,0.2257,2.1762
s019,6,37,0.2255,0.2168,0.09,0.2669,0.3831,0.2112,0.1144,0.1191,0.2022,0.4255
s019,6,38,0.2314,0.2363,0.0911,0.2357,0.3619,0.2339,0.1435,0.1173,0.2465,0.3549
s019,6,39,0.2269,0.307,0.0927,0.4798,0.4403,0.2096,0.1093,0.1318,0.2523,0.5992
s019,6,40,0.2066,0.2273,0.0781,0.2323,0.3744,0.2611,0.1641,0.0444,0.2357,0.4752
s019,6,41,0.1979,0.2297,0.1033,0.224,0.3976,0.2321,0.1202,0.1215,0.2706,0.5063
s019,6,42,0.2261,0.2265,0.0876,0.2357,0.3986,0.2661,0.1416,0.1181,0.2351,0.3701
s019,6,43,0.2459,0.2238,0.0843,0.2372,0.3572,0.2374,0.1022,0.1284,0.2172,0.3923
s019,6,44,0.4641,0.2138,0.0934,0.252,0.3628,0.2233,0.1236,0.1135,0.2409,0.386
s019,6,45,0.237,0.2289,0.085,0.2365,0.4026,0.2528,0.1423,0.1009,0.4932,0.3678
s019,6,46,0.2464,0.3777,0.1125,0.2201,0.3985,0.2204,0.1371,0.0772,0.2212,0.4145
s019,6,47,0.2643,0.2101,0.1054,0.2747,0.4539,0.1974,0.1627,0.2028,0.2115,0.4683
s019,6,48,0.2459,0.2123,0.0845,0.2386,0.4148,0.2263,0.1075,0.1107,0.2148,0.4955
s019,6,49,0.2744,0.2175,0.0869,0.2175,0.382,0.2318,0.1252,0.092,0.246,0.5464
s019,6,50,0.2562,0.2061,0.0906,0.5439,0.5257,0.2389,0.1101,0.1236,0.2286,0.4364
s019,7,1,0.276,0.3025,0.1405,0.4982,1.1636,0.2489,0.1912,0.4561,0.2842,0.5448
s019,7,2,0.2797,0.2193,0.1104,0.3225,0.4263,0.2508,0.1798,0.1268,0.2697,0.4158
s019,7,3,0.2744,0.2404,0.2109,0.9915,0.6501,0.2563,0.1342,0.3592,0.2452,0.5209
s019,7,4,0.2847,0.2191,0.1083,0.3304,0.4759,0.2357,0.1202,0.1829,0.2705,0.477
s019,7,5,0.266,0.246,0.1138,0.2621,0.4291,0.2273,0.1084,0.1545,0.2338,0.4628
s019,7,6,0.2562,0.2425,0.1019,0.2528,0.3917,0.2346,0.1059,0.1674,0.2425,0.4902
s019,7,7,0.2691,0.2445,0.1093,0.2568,0.9069,0.3165,0.1091,0.1537,0.276,0.4242
s019,7,8,0.2314,0.2413,0.0948,0.3422,0.4113,0.2466,0.0841,0.168,0.2731,0.4221
s019,7,9,0.2483,0.3025,0.0906,0.3151,0.4115,0.2192,0.1028,0.1415,0.2293,0.4768
s019,7,10,0.2461,0.2534,0.0914,0.3024,0.41,0.2178,0.0991,0.1566,0.2478,0.4815
s019,7,11,0.3221,0.3315,0.1254,0.2491,0.4551,0.2154,0.0727,0.146,0.2563,0.4185
s019,7,12,0.2324,0.3671,0.0906,0.3429,0.3759,0.2162,0.0927,0.1431,0.2565,0.4831
s019,7,13,0.2359,0.256,0.0716,0.3017,0.4132,0.2346,0.1043,0.1139,0.2397,0.4293
s019,7,14,0.2274,0.2275,0.0895,0.2431,0.475,0.1795,0.1107,0.1286,0.2642,0.4398
s019,7,15,0.2728,0.2463,0.0864,0.2454,0.4639,0.1948,0.0996,0.1212,0.2662,0.4264
s019,7,16,0.2564,0.2661,0.1035,0.227,0.4121,0.2054,0.0998,0.1381,0.2455,0.3902
